,0,1,2,3,4,5
58,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,66000.0,LOS ANGELES CA,03/05/2016,08/28/2016
59,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,66000.0,SAN ANTONIO TX,03/05/2016,08/28/2016
60,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,66000.0,WALTHAM MA,03/08/2016,09/04/2016
61,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,66000.0,EI SEGUNDO CA,03/08/2016,09/04/2016
62,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,66000.0,WILMINGTON DE,03/08/2016,08/29/2016
63,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,67000.0,LANSING MI,05/19/2016,09/15/2016
64,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,67933.0,DURHAM NC,08/25/2016,01/18/2017
65,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,68000.0,DUBLIN OH,06/22/2016,08/02/2016
66,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,68390.0,WESTWOOD MA,10/04/2016,10/10/2016
67,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,70000.0,NORTH WALES PA,10/26/2016,11/02/2016
68,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,70000.0,PHOENIX AZ,09/20/2016,10/01/2016
69,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,70000.0,SAN ANTONIO TX,03/08/2016,09/04/2016
70,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,ATLANTA GA,03/31/2016,04/04/2016
71,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,SAN ANTONIO TX,05/27/2016,09/14/2016
72,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,SAN ANTONIO TX,08/15/2016,08/22/2016
73,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,LITTLETON CO,03/14/2016,09/09/2016
74,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,RENTON WA,03/05/2016,08/30/2016
75,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,REDMOND WA,03/05/2016,08/30/2016
76,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72000.0,REDMOND WA,03/15/2016,09/09/2016
77,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,72010.0,WHITE PLAINS NY,03/17/2016,09/13/2016
78,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,74714.0,FORT WORTH TX,10/11/2016,02/18/2017
79,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,75000.0,OWINGS MILLS MD,09/01/2016,09/30/2016
80,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,75000.0,SAN ANTONIO TX,02/23/2016,02/29/2016
81,"




",,,,,
82,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,75000.0,PHOENIX AZ,02/23/2016,02/29/2016
83,DATA SYSTEMS INTEGRATION GROUP INC,PROGRAMMER ANALYST,75000.0,SAN FRANCISCO CA,03/05/2016,08/30/2016
